,album_id,album_name,artist_id,artist_name,duration_ms,explicit,popularity,release_date,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,record_label,artist_followers,artist_genres,artist_popularity
75JFxkI2RXiU7L9VXzMkle,0RHX9XECH8IVI3LNgWDpmQ,A Rush Of Blood To The Head,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,309600,False,82,2002-08-08,The Scientist,0.727,0.56,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212,82,Parlophone Records Limited,17812324,"['permanent_wave', 'pop']",88
4ruSkRHMQKBPtYAYpMf0oR,32XQ51OITWIlkwB0esqbwd,Lambs & Lions,6pBNfggcZZDCmb0p92OnGn,Chase Rice,234186,False,57,2017-11-17,Three Chords & The Truth,0.0275,0.44,0.889,0,8,0.143,-4.723,1,0.0462,166.074,4,0.409,72,Broken Bow Records,521649,"['contemporary_country', 'country', 'country_road', 'modern_country_rock', 'redneck']",67
590bUp2TKTfTS9NfiD4Nmn,2o9McLtDM7mbODV7yZF2mc,Scorpion,3TVXtAsR1Inumwj472S9r4,Drake,182080,False,16,2018-06-29,Finesse,0.132,0.807,0.321,0.000289,0,0.1,-8.147,0,0.0571,94.994,4,0.305,40,Republic Records,33178509,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'pop_rap', 'rap']",98
2KjpWqvSKoQh0XIAywplWn,2nbVfJlA3nGuaYPuMjq2sv,Shock Value Deluxe Version (International Version),5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,234057,True,60,2007-01-01,Give It To Me,0.197,0.978,0.687,0.00708,8,0.107,-4.957,1,0.0646,110.616,4,0.784,71,Universal Music Group,1267804,"['dance_pop', 'hip_hop', 'hip_pop', 'pop', 'pop_rap', 'r&b', 'rap', 'urban_contemporary']",75
5AtFypwxB2ShXSxNj12dEd,1E7rOrC4uJb0YHyGJ6YOlC,Loose,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,223080,False,54,2006-01-01,Say It Right - Main,0.0488,0.871,0.873,0.000747,1,0.0532,-6.234,1,0.13,116.945,4,0.813,64,Nelly Furtado/Mosley Music,1376068,"['canadian_pop', 'dance_pop', 'pop', 'pop_rap', 'pop_rock']",73
3a1QSvzb3ypLc1QpXTs9mU,7ECFU1lKlRqNn0WokJ6VDN,Happier (Kasbo Remix),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,256800,False,56,2018-07-27,Happier - Kasbo Remix,0.0256,0.56,0.823,0.000433,0,0.0891,-3.228,1,0.0311,100.003,4,0.0733,52,Atlantic Records UK,40037728,['pop'],92
3JrMXGfyYUlBNKrHe99Csy,7v5PnPxKBVwKVQ6tytgUzG,Places We Don't Know,1ikID9RZZMvkuBGDWrqajq,Kasbo,204532,False,57,2018-03-23,Places We Don't Know,0.0785,0.514,0.733,0.244,2,0.37,-6.056,1,0.0332,114.978,4,0.0977,67,Foreign Family Collective/Counter Records,59888,"['catstep', 'edm', 'electropop', 'swedish_electropop', 'tropical_house', 'vapor_soul', 'vapor_twitch']",65
3zYRfg6QfdBYuvTCeQyjVK,5sYAIxQ6i9S56ikFFA4RhR,1901 (triple j Like A Version),6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,191421,True,49,2018-10-05,1901 - triple j Like A Version,0.312,0.796,0.428,0.000683,0,0.0932,-8.408,1,0.0406,144.064,4,0.252,46,Australian Broadcasting Corp (ABC),479115,['tropical_house'],70
0jWYIVQ6q5ixWpdUYpcEeh,6se6q5nk4VCVbWWnZcguCc,Presence,6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,209746,False,57,2017-11-10,Waterfall,0.467,0.682,0.624,0.0261,0,0.0886,-7.551,1,0.0772,119.076,4,0.202,70,Petit Biscuit Music,479115,['tropical_house'],70
6xBOaaZotfyc9421YiRIrB,146PfgGU1isXJtnLqdDjcl,Not What I Thought,785y6F5AHHafGaFaRdpMtz,Amaal,180706,False,52,2019-01-10,Not What I Thought,0.507,0.592,0.393,0.029,1,0.0912,-9.934,1,0.0844,172.021,4,0.144,48,Universal Music Canada,855,[],40
01dLslCJikknr8JtkuiAYZ,1VtuNSZUOBUZovbPpHqfh4,Inner Monologue Part 1,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,192373,False,46,2019-01-24,Into You,0.249,0.686,0.476,1.23e-06,9,0.251,-7.129,1,0.0486,158.002,4,0.824,66,Republic Records,1381514,"['dance_pop', 'electropop', 'pop', 'post-teen_pop', 'r&b']",85
4nxDcG5n3TZdwLRCcli8zt,1VtuNSZUOBUZovbPpHqfh4,Inner Monologue Part 1,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,163200,False,42,2019-01-24,Deep,0.244,0.737,0.454,0,1,0.344,-5.486,1,0.123,135.963,4,0.553,66,Republic Records,1381514,"['dance_pop', 'electropop', 'pop', 'post-teen_pop', 'r&b']",85
6wqkqcUNeh0IvUkceAkIAp,1VtuNSZUOBUZovbPpHqfh4,Inner Monologue Part 1,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,164333,False,41,2019-01-24,Apple,0.702,0.641,0.36,0,0,0.115,-6.876,1,0.0419,126.085,4,0.352,66,Republic Records,1381514,"['dance_pop', 'electropop', 'pop', 'post-teen_pop', 'r&b']",85
2nHuAhUwIG29RYVD1zcUX2,6p81FPf8uJQruyGwmFDpbt,Heartbreak,7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes,172640,False,63,2019-01-25,Heartbreak,0.195,0.606,0.805,8.81e-06,11,0.109,-5.399,1,0.214,96.995,4,0.725,60,Atlantic Records,810712,"['contemporary_country', 'country', 'country_road', 'modern_country_rock', 'neo_mellow', 'pop', 'post-teen_pop']",67
19czqg2sES22uiWenXX9dk,4qpABeC0btP6FVajSTteYa,You Don't Know Me,4K9aclpXgCPNFGEqRlFPal,Peter Manos,172306,True,67,2019-01-25,You Don't Know Me,0.6,0.742,0.362,2.47e-05,1,0.212,-11.661,1,0.196,123.986,4,0.331,63,Peter Manos / Human Re Sources,25087,['indie_cafe_pop'],69
1q3RiD1tIWUpGsNFADMlvl,1KlU96Hw9nlvqpBPlSqcTV,Red (Deluxe Edition),06HL4z0CvFAxyc27GXpf02,Taylor Swift,327893,False,60,2012-10-22,All Too Well,0.0398,0.6,0.631,0.000469,0,0.128,-7.783,1,0.0255,93.04,4,0.314,72,"Big Machine Records, LLC",17601580,"['dance_pop', 'pop', 'post-teen_pop']",89
34u3Bj1KVxKWfA07yDJ2vG,7DJNtoXELIm2KIhEpZfEv0,Heart Shaped World,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,289066,False,60,1989-06-13,Wicked Game,0.688,0.661,0.3,0.0118,9,0.0839,-18.055,1,0.0294,112.327,4,0.359,58,Mailboat Records,157414,['mellow_gold'],63
5AnSllIrgGsCZzZJkVnApx,32XQ51OITWIlkwB0esqbwd,Lambs & Lions,6pBNfggcZZDCmb0p92OnGn,Chase Rice,182493,False,74,2017-11-17,Eyes On You,0.323,0.606,0.652,0,9,0.201,-6.982,1,0.0281,97.155,4,0.476,72,Broken Bow Records,521649,"['contemporary_country', 'country', 'country_road', 'modern_country_rock', 'redneck']",67
5kNe7PE09d6Kvw5pAsx23n,4ykbJPI8MPscFzROE8dqLy,Tangled Up,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,227426,False,74,2015-01-01,Die A Happy Man,0.381,0.66,0.383,0,2,0.119,-9.377,1,0.0304,83.096,4,0.381,75,"The Valory Music Co., LLC",2425624,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",77
6RSNKGdv3nDTHqgw4bdzyF,2iarUPEwf9aLuvE0PDvpfi,Yours,1E2AEtxaFaJtH0lO7kgNKw,Russell Dickerson,216960,False,73,2017-10-13,Yours,0.119,0.555,0.722,0,11,0.0861,-6.005,1,0.034,134.058,4,0.559,76,Sony Music Entertainment,141206,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",67
5gl2F1AWDQlUFzXwA4uY72,4jTYApZPMapg56gRycOn0D,Red (Big Machine Radio Release Special),06HL4z0CvFAxyc27GXpf02,Taylor Swift,295720,False,47,2012-10-21,State Of Grace,0.000197,0.588,0.825,0.00138,4,0.0884,-5.882,1,0.0328,129.968,4,0.397,77,"Big Machine Records, LLC",17601580,"['dance_pop', 'pop', 'post-teen_pop']",89
6WLArSQvdGhiuTgyoX7HkB,4LxtqUEjjoA3LvGEnyc7JN,The Last Song,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,249666,False,49,2010-01-01,When I Look At You,0.131,0.448,0.561,0,6,0.0949,-4.003,1,0.0285,137.949,3,0.219,52,Hollywood Records,7849700,"['dance_pop', 'pop', 'post-teen_pop']",85
2QTDuJIGKUjR7E2Q6KupIh,1kTnC045mQqurTQvGMGpmU,How To Train Your Dragon (Music From The Motion Picture),3EAHF3jdnHHdko5DBrhRUP,John Powell,156306,False,57,2010-01-01,Test Drive,0.0249,0.259,0.583,0.978,2,0.328,-9.489,1,0.0418,111.153,4,0.24,67,Varese Sarabande,69736,"['british_soundtrack', 'scorecore', 'soundtrack', 'video_game_music']",65
0S7XIu0dn63ayGxjefd5It,1kTnC045mQqurTQvGMGpmU,How To Train Your Dragon (Music From The Motion Picture),3EAHF3jdnHHdko5DBrhRUP,John Powell,251093,False,54,2010-01-01,Forbidden Friendship,0.859,0.279,0.295,0.94,6,0.547,-15.135,1,0.035,129.169,4,0.381,67,Varese Sarabande,69736,"['british_soundtrack', 'scorecore', 'soundtrack', 'video_game_music']",65
2jul6zd5hZoCZvYZ4f4T2t,7gRkSSpLMUqlCbCvZIC4hT,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,202920,False,74,2018-08-24,Talk You Out Of It,0.596,0.652,0.712,0,4,0.0814,-4.588,1,0.0388,120.063,4,0.553,78,BMLG Records,2542100,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",83
3hLHxo4S9FRW9mdMjlpxvx,26cnarEpnFwCBmCQBP38rI,Just The Way You Are (Glee Cast Version),0SCbttzoZTnLFebDYmAWCm,Glee Cast,216093,False,29,2010-11-22,Just The Way You Are (Glee Cast Version),0.00865,0.606,0.719,0,8,0.0765,-6.77,1,0.039,108.986,4,0.366,26,Columbia,999032,"['hollywood', 'pop', 'post-teen_pop', 'viral_pop']",76
2zLIP4R6Yt3afkyh7uhmar,5wIApTsJNuEuGNMsLA1qaG,Put Me Back Together (feat. Kiiara),7DMveApC7UnC2NPfPvlHSU,Cheat Codes,223899,True,56,2018-03-01,Put Me Back Together (feat. Kiiara),0.0404,0.567,0.644,5.03e-06,0,0.0632,-5.699,1,0.0278,140.038,4,0.212,52,300 Entertainment,990908,"['dance_pop', 'edm', 'electropop', 'pop', 'post-teen_pop', 'tropical_house']",80
5Iylu9FEarJW7j3VXJO7UN,2u9Rn2STUFI6gtvsoHRTqH,Last Xmas,0wnYgCeP013HkKoOyC5V32,Allie X,226000,False,38,2018-12-14,Last Xmas,0.0793,0.619,0.83,0,9,0.123,-4.016,1,0.0574,119.999,4,0.245,34,Twin Music Inc,207863,"['canadian_electropop', 'dance_pop', 'electropop', 'escape_room', 'indie_electro-pop', 'indie_poptimism', 'indietronica', 'metropopolis', 'pop', 'vapor_soul']",61
0todbbT9g5uQGbeFCiBf2F,61c5zqfBCSPO1tb3DFbbFB,imagine,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,212293,True,88,2018-12-14,imagine,0.374,0.714,0.474,0,8,0.106,-4.993,1,0.039,62.484,3,0.376,85,Republic Records,24253788,"['dance_pop', 'pop', 'post-teen_pop']",100
3Syzpog7nf7MfJZ8onxhY3,0crZOTxrQOBQf5dC4DA4p7,Follow My Girl,3IunaFjvNKj98JW89JYv9u,The Japanese House,244686,False,53,2018-11-12,Follow My Girl,0.228,0.576,0.734,4.8e-06,0,0.141,-6.38,0,0.158,98.837,4,0.48,50,Dirty Hit/The Japanese House PS,219913,"['electropop', 'indie_folk', 'indie_poptimism', 'indie_r&b', 'vapor_soul']",63
1YHT1FZv5t3ZFLsVPuy6Rq,1OyADPvYTlmT5hV0mtxLAY,Bloom,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,204726,False,67,2018-08-31,My My My!,0.00407,0.701,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,4,0.482,75,EMI Recorded Music Australia Pty Ltd,2978958,"['dance_pop', 'pop', 'post-teen_pop', 'viral_pop']",84
2ZrHbO88rM6Ijeg0aJmSzl,0mZIUXje90JtHxPNzWsJNR,Voicenotes,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,190533,False,73,2018-05-11,Patient,0.752,0.675,0.604,0,1,0.111,-6.266,1,0.193,168.034,4,0.456,86,Artist Partner,6187940,"['dance_pop', 'pop', 'post-teen_pop', 'viral_pop']",82
09iyGiljLWRYXdRazFkdtJ,4sSXylKcBB3p47VfrBJlfK,HERO (Deluxe Edition),6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,196421,False,65,2017-03-17,I Could Use a Love Song,0.214,0.638,0.634,0,6,0.0866,-6.474,1,0.0468,92.097,4,0.473,72,Columbia Nashville,286321,"['contemporary_country', 'country']",77
3YZE5qDV7u1ZD1gZc47ZeR,7Jahqd1kx9Qau0E9x9iZj6,Wrapped In Red,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,229640,False,64,2013-10-29,Underneath the Tree,0.0013,0.509,0.812,1.99e-05,8,0.214,-5.438,1,0.0537,159.876,4,0.689,64,RCA Records Label,4504675,"['dance_pop', 'neo_mellow', 'pop', 'pop_rock', 'post-teen_pop', 'r&b', 'talent_show']",78
65ACnVMmePTp8Xdk11jP2y,5YLRVHDVRw3QqWbeTGpC5B,So Good,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,199053,False,56,2017-03-17,Don't Let Me Be Yours,0.198,0.792,0.428,0,4,0.15,-6.931,1,0.0671,112.067,4,0.499,84,Epic/Record Company TEN,4337310,"['dance_pop', 'edm', 'electropop', 'pop', 'post-teen_pop', 'r&b', 'swedish_electropop', 'swedish_pop', 'tropical_house']",83
2r1T6xGTVaNAqBoPH4lZEE,2zGbALuLN1QjFgddq9kIz1,Waste It On Me (feat. BTS),77AiFEVeAVj2ORpC85QVJs,Steve Aoki,192536,False,81,2018-10-25,Waste It On Me (feat. BTS),0.252,0.669,0.684,0,7,0.72,-4.595,1,0.0585,96.097,4,0.466,77,"Ultra Records, LLC",2918330,"['big_room', 'dance_pop', 'edm', 'electro_house', 'pop', 'tropical_house']",81
2rPE9A1vEgShuZxxzR2tZH,684W6NpKllEexqQlGqetCi,"thank u, next",66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,207333,True,97,2018-11-03,"thank u, next",0.28,0.724,0.647,0,1,0.102,-5.642,1,0.0658,106.96,4,0.435,93,Universal Records,24253788,"['dance_pop', 'pop', 'post-teen_pop']",100
7jr3iPu4O4bTCVwLMbdU2i,0obMz8EHnr3dg6NCUK4xWp,Dua Lipa (Complete Edition),6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,189173,False,87,2018-10-19,Kiss and Make Up,0.0658,0.678,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643,85,Warner Bros.,9426181,"['dance_pop', 'pop', 'post-teen_pop']",90
5ow0sNF1zSqp71Ix5jEXWU,47hMwqG7KVLVzyMjgYUqxM,Dancing in the Moonlight,4FcZfItjVIsfO9TynErl7X,Jubël,164009,False,74,2018-06-22,Dancing in the Moonlight,0.27,0.659,0.617,0,11,0.187,-5.862,0,0.0649,119.858,4,0.187,70,Good Soldier Records,4473,[],63
2TRuBFYZYw0Q7qIVBhqR1T,2H4DCvJiZknLngsD2Yqf6k,Hands All Over (Deluxe),04gDigrS5kc9YWfZHwBETP,Maroon 5,180293,False,51,2010,Give A Little More,0.000937,0.753,0.824,0.00018,0,0.141,-4.301,1,0.0385,117.95,4,0.937,65,Interscope Records*,16133482,['pop'],89
7EROK3PMgkCG3wdwcbeauW,4UNwL1B7JoymNUiTFJa52B,Suncity,6LuN9FCkKOj5PcnpouEgny,Khalid,55720,False,63,2018-10-19,9.13,0.975,0.289,0.451,0.942,2,0.222,-15.013,1,0.0538,131.72,3,0.59,89,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
7stcuQtnHL7C6XdPvpwywv,4UNwL1B7JoymNUiTFJa52B,Suncity,6LuN9FCkKOj5PcnpouEgny,Khalid,270413,False,73,2018-10-19,Vertigo,0.552,0.487,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207,89,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
0v75ti1d2M6pd0sC42UNNN,4UNwL1B7JoymNUiTFJa52B,Suncity,6LuN9FCkKOj5PcnpouEgny,Khalid,81933,True,63,2018-10-19,Salem's Interlude,0.963,0.479,0.485,0.658,7,0.152,-12.302,0,0.162,80.933,4,0.457,89,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
2OpBganfGk2GVdSlRdxzaX,4UNwL1B7JoymNUiTFJa52B,Suncity,6LuN9FCkKOj5PcnpouEgny,Khalid,229320,False,74,2018-10-19,Better,0.102,0.695,0.586,0.317,0,0.113,-10.315,0,0.0658,98.035,4,0.112,89,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
6SkHm6poyKfzV6kc9any8k,4UNwL1B7JoymNUiTFJa52B,Suncity,6LuN9FCkKOj5PcnpouEgny,Khalid,189493,False,80,2018-10-19,Suncity (feat. Empress Of),0.0998,0.694,0.63,0.000635,7,0.12,-6.84,0,0.162,90.045,4,0.341,89,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
2GjxDcfAZjYhrxjz2t4qat,6o6GPBv47sJZl1q0picVbJ,Love You Anymore,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,182587,False,48,2018-10-12,Love You Anymore,0.892,0.691,0.271,0,6,0.109,-7.583,1,0.0335,89.99,4,0.548,45,Reprise,2954175,"['adult_standards', 'canadian_pop', 'lounge']",82
27LyQFdQbui4TnRs05cZ8C,4ssF0ppdJnMTtL2hg1CLKX,Give Up (Deluxe 10th Anniversary Edition),5yV1qdnmxyIYiSFB02wpDj,The Postal Service,266506,False,63,2003-02-19,Such Great Heights - Remastered,0.0439,0.651,0.816,0.186,5,0.065,-7.149,1,0.0507,174.978,4,0.201,66,Sub Pop Records,330455,"['folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'indietronica', 'modern_rock', 'stomp_and_holler']",58
4T3fNx3CgwDRRYgmFCbD4J,6Nd4PYvQ7aYid1Gn6sWgeG,Better,6LuN9FCkKOj5PcnpouEgny,Khalid,229412,False,83,2018-09-14,Better,0.0984,0.442,0.585,0.391,0,0.14,-10.332,0,0.0964,97.565,4,0.116,79,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
2jZIfoe48eUeOEnP9Ho4h2,0qH3pPjIQXENo96X1gNHE1,No One Compares To You,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,184080,False,74,2018-10-05,No One Compares To You,0.123,0.703,0.748,0,1,0.0642,-6.047,1,0.0435,111.943,4,0.625,71,Island Records,849626,"['dance_pop', 'pop', 'post-teen_pop', 'teen_pop']",78
06Vthiq8nNDuT5nOcch535,0Z5H1G2rS6VU79FIObKVXT,Sincerity Is Scary,3mIj9lX2MWuHmhNCA7LSCW,The 1975,225955,False,51,2018-09-13,Sincerity Is Scary,0.0495,0.664,0.524,8.18e-06,2,0.075,-5.178,1,0.0283,91.027,4,0.475,47,Polydor Records,2851384,"['modern_alternative_rock', 'nu_gaze', 'pop', 'shiver_pop']",83
1eqaKknyrnApkoUST7Wc3F,1ODMQn4tC1slNmiK59Glyk,Radar (feat. HONNE),0vqJkZ0RpLZixt3lTmD8vP,Whethan,203427,True,61,2018-09-21,Radar (feat. HONNE),0.0387,0.734,0.724,0.000772,7,0.303,-6.935,0,0.165,101.967,4,0.501,57,Big Beat Records,110998,"['edm', 'electropop', 'indie_poptimism', 'pop', 'tropical_house', 'vapor_soul', 'vapor_twitch']",70
6yxYCurtUz8MOAgWGxlAzP,6IT5paW6zXDBgiE07U1MUO,Endless Summer Freestyle (feat. YG),02kJSzxNuaWGqwubyUba0Z,G-Eazy,237018,True,59,2018-10-02,Endless Summer Freestyle,0.0893,0.662,0.704,0,7,0.785,-4.062,1,0.463,85.882,4,0.514,56,BPG/RVG/RCA Records,3691434,"['hip_hop', 'indie_pop_rap', 'pop', 'pop_rap', 'rap']",85
3D110t9ctcoOoylXsc3iR8,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,212002,False,73,2018-10-05,Thick And Thin,0.059,0.697,0.551,0,5,0.0762,-6.179,0,0.0282,99.996,4,0.339,84,Polydor Records,1209031,['pop'],78
6A9mMKHYdeUJGvQDKChC0C,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,194810,False,64,2018-10-05,Taking Me Back,0.04,0.689,0.57,0,5,0.106,-6.728,0,0.0419,94.061,4,0.524,84,Polydor Records,1209031,['pop'],78
3coUcc0CDAHz2QwdP7Pee8,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,182900,True,67,2018-10-05,If You See Her,0.0375,0.635,0.679,0,1,0.0954,-7.374,1,0.0861,117.867,4,0.239,84,Polydor Records,1209031,['pop'],78
7ArrTJ1LwcGAlEO65LUQ7i,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,201197,False,74,2018-10-05,I Don't Wanna Love You Anymore,0.322,0.702,0.623,0,0,0.0858,-8.36,1,0.0417,104.974,4,0.503,84,Polydor Records,1209031,['pop'],78
7DMPq3XndRJaj6NTINsLOz,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,276197,False,64,2018-10-05,Let Me Know,0.264,0.696,0.391,2.98e-06,11,0.127,-8.306,0,0.0825,94.971,4,0.65,84,Polydor Records,1209031,['pop'],78
2juRA8DhQePry4eb2LMUMM,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,217949,False,64,2018-10-05,Valentine's Day,0.13,0.545,0.498,0,8,0.104,-8.764,1,0.0335,148.055,4,0.063,84,Polydor Records,1209031,['pop'],78
7GbAp0HKPQW7WnFJAzMoRk,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,204515,False,76,2018-10-05,Thru These Tears,0.154,0.711,0.517,0,11,0.149,-7.695,1,0.0391,119.945,4,0.294,84,Polydor Records,1209031,['pop'],78
0Eqg0CQ7bK3RQIMPw1A7pl,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,49tQo2QULno7gxHutgccqF,LANY,286928,False,77,2018-10-05,Malibu Nights,0.701,0.559,0.422,1.99e-06,11,0.0853,-11.89,1,0.195,74.002,4,0.191,84,Polydor Records,1209031,['pop'],78
78JcyB3lGWdEuF1enDDsFT,6se6q5nk4VCVbWWnZcguCc,Presence,6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,260426,False,46,2017-11-10,On the Road,0.269,0.645,0.587,0.0152,3,0.369,-8.203,1,0.0546,120.961,4,0.147,70,Petit Biscuit Music,479115,['tropical_house'],70
1Xy2tuw1Z2RvFiJEI538DT,2U8KUTGavOcA7DtuYdM3JC,When I See You,3sKeaby6GMSJWgYueZaSjE,Mokita,203842,False,60,2018-02-24,When I See You,0.46,0.649,0.568,0,10,0.0933,-10.051,1,0.0496,116.793,4,0.325,56,Armada Trice,13187,"['deep_tropical_house', 'indie_cafe_pop', 'indie_poptimism', 'tropical_pop_edm']",61
6PmsHVre2N9yOjDge00r9c,0NJRlSmi5q6ekPkm77OCgj,Hesitate,6bJCrLZcvsBMzve04BmgwS,Golden Vessel,251279,False,58,2018-01-15,Hesitate,0.739,0.406,0.53,0.0161,2,0.108,-9.556,1,0.045,122.773,4,0.0701,55,Golden Vessel,14076,"['aussietronica', 'indie_r&b', 'vapor_soul', 'vapor_twitch']",55
1DYWwl31lmXa33zEtJ4bMt,2zpHfAiut6wqmWNS3McrxI,Old Friends,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,213600,False,51,2017-04-27,Old Friends,0.887,0.431,0.312,0,3,0.124,-6.483,1,0.0322,132.593,4,0.279,48,Atlantic Records,612875,"['indie_cafe_pop', 'neo_mellow', 'pop', 'viral_pop']",71
48td6xvpokdYwvbl3JIiXP,7pomP86PUhoJpY3fsC0WDQ,XSCAPE,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,246026,False,70,2014-05-09,Love Never Felt so Good,0.132,0.775,0.719,1.79e-06,7,0.0662,-6.212,0,0.0435,117.513,4,0.712,72,Epic/MJJ,8833948,['pop'],85
2dn1SdbwnCliatWZ8Ls3O5,7iwGw8ob3YLqZrbKzGFnHi,FREE 6LACK,4IVAbR2w4JJNJDDRFP3E83,6LACK,205500,False,57,2016-11-18,In Between (feat. BANKS) - Bonus,0.619,0.545,0.573,0.00408,5,0.104,-6.007,1,0.246,118.07,3,0.344,80,LVRN Records,1370575,"['alternative_r&b', 'atl_hip_hop', 'hip_hop', 'pop', 'pop_rap', 'rap', 'trap_music']",83
6rJmWa5DvQ3Nby3tdcX2L0,3fc97ZWLIMc1xawhxbKrh2,East Atlanta Love Letter,4IVAbR2w4JJNJDDRFP3E83,6LACK,246088,True,71,2018-09-14,East Atlanta Love Letter (feat. Future),0.367,0.6,0.304,5.93e-06,5,0.0864,-11.969,0,0.0915,61.579,4,0.17,85,LVRN Records,1370575,"['alternative_r&b', 'atl_hip_hop', 'hip_hop', 'pop', 'pop_rap', 'rap', 'trap_music']",83
1S4sxNGmCASkyRI08YhLtT,7iwGw8ob3YLqZrbKzGFnHi,FREE 6LACK,4IVAbR2w4JJNJDDRFP3E83,6LACK,215000,True,60,2016-11-18,Gettin' Old,0.4,0.743,0.4,0.000311,11,0.111,-12.369,1,0.0625,80.01,4,0.229,80,LVRN Records,1370575,"['alternative_r&b', 'atl_hip_hop', 'hip_hop', 'pop', 'pop_rap', 'rap', 'trap_music']",83
7rdP71W8x4UbJ0KAKBACbo,1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition),4AK6F7OLvEQ5QYCBNiQWHq,One Direction,213440,False,60,2015-11-13,Never Enough,0.0379,0.579,0.779,0,4,0.385,-1.829,0,0.0512,164.145,3,0.587,81,Syco Music,12079222,"['boy_band', 'dance_pop', 'pop', 'post-teen_pop', 'talent_show']",83
4svZDCRz4cJoneBpjpx8DJ,6DEjYFkNZh67HP7R9PSZvv,reputation,06HL4z0CvFAxyc27GXpf02,Taylor Swift,238253,False,72,2017-11-10,I Did Something Bad,0.0679,0.696,0.602,2.11e-05,0,0.0696,-6.156,0,0.159,82.989,4,0.305,87,"Big Machine Records, LLC",17601580,"['dance_pop', 'pop', 'post-teen_pop']",89
15kQGEy89K8deJcZVFEn0N,1KQiX6KfutAN1UEzZ4BK5Q,Sick Boy...This Feeling,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,199226,False,54,2018-09-18,This Feeling (feat. Kelsea Ballerini),0.0558,0.575,0.571,0,1,0.0912,-7.906,1,0.0439,105.049,4,0.449,54,Disruptor Records/Columbia,10892775,"['edm', 'electropop', 'pop', 'tropical_house']",89
